BSN,Portfoy,Tahsilat,Tarih
BSN0578106,BANK2P2,30.00,9/23/2013
BSN0566651,BANK2P2,6787.76,12/28/2012
BSN0315508,BANK2P2,4.66,7/11/2013
BSN0565642,BANK2P2,325.00,9/23/2013
BSN0565444,BANK2P2,400.00,1/25/2013
BSN0566106,BANK2P2,550.35,8/23/2013
BSN0565816,BANK2P2,282.16,12/27/2012
BSN0567906,BANK2P2,728.47,8/16/2013
BSN0578159,BANK2P2,78.56,1/15/2014
BSN0568042,BANK2P2,376.20,6/13/2012
BSN0567549,BANK2P2,184.20,4/16/2013
BSN0568038,BANK2P2,800.76,7/26/2012
BSN0567645,BANK2P2,152.72,2/6/2013
BSN0554956,BANK2P2,129.43,10/11/2013
BSN0576465,BANK2P2,630.00,7/24/2012
BSN0571987,BANK2P2,2450.00,1/25/2013
BSN0567523,BANK2P2,45.70,10/3/2013
BSN0570723,BANK2P2,200.00,8/29/2012
BSN0565579,BANK2P2,45.04,11/26/2013
BSN0574748,BANK2P2,385.60,11/8/2012
BSN0572608,BANK2P2,280.00,9/28/2012
BSN0579467,BANK2P2,250.00,7/30/2013
BSN0568457,BANK2P2,400.00,6/3/2013
BSN0579926,BANK2P2,125.00,9/20/2013
BSN0567640,BANK2P2,1190.00,7/31/2013
BSN0566815,BANK2P2,659.31,1/3/2014
BSN0574103,BANK2P2,130.00,8/29/2013
BSN0477024,BANK2P2,38.20,10/21/2013
BSN0567253,BANK2P2,2.53,3/27/2013
BSN0570220,BANK2P2,35.26,2/12/2013
BSN0568133,BANK2P2,114.61,3/18/2013
BSN0565896,BANK2P2,98.91,8/15/2012
BSN0567736,BANK2P2,223.74,7/16/2013
BSN0572787,BANK2P2,27.54,12/18/2012
BSN0567855,BANK2P2,224.00,6/3/2013
BSN0565335,BANK2P2,470.20,7/18/2012
BSN0158458,BANK2P2,400.00,11/21/2012
BSN0567726,BANK2P2,517.00,4/17/2013
BSN0573731,BANK2P2,150.00,10/21/2013
BSN0578106,BANK2P2,20.00,9/27/2013
BSN0569464,BANK2P2,15.94,8/23/2013
BSN0565792,BANK2P2,398.11,1/20/2014
BSN0566940,BANK2P2,150.00,11/1/2013
BSN0566409,BANK2P2,11.31,8/23/2012
BSN0567629,BANK2P2,62.33,8/13/2013
BSN0566233,BANK2P2,373.80,3/25/2013
BSN0566610,BANK2P2,143.51,2/12/2013
BSN0569815,BANK2P2,11.13,7/15/2013
BSN0572154,BANK2P2,280.40,8/6/2013
BSN0378020,BANK2P2,516.83,6/13/2012
BSN0575387,BANK2P2,2000.00,11/18/2013
BSN0579249,BANK2P2,415.00,1/2/2013
BSN0581134,BANK2P2,150.00,10/8/2012
BSN0568836,BANK2P2,148.38,2/12/2014
BSN0294064,BANK2P2,11.64,10/10/2013
BSN0569464,BANK2P2,13.01,5/21/2013
BSN0581018,BANK2P2,150.00,7/27/2012
BSN0568054,BANK2P2,272.49,9/27/2012
BSN0576554,BANK2P2,2220.00,9/20/2013
BSN0573008,BANK2P2,275.75,11/6/2013
BSN0576682,BANK2P2,150.00,2/15/2013
BSN0580836,BANK2P2,200.00,9/27/2013
BSN0571365,BANK2P2,300.00,2/26/2014
BSN0569647,BANK2P2,500.00,6/24/2013
BSN0578028,BANK2P2,200.00,4/12/2013
BSN0569787,BANK2P2,871.00,9/26/2013
BSN0566610,BANK2P2,137.71,9/19/2012
BSN0566222,BANK2P2,118.37,1/24/2013
BSN0575042,BANK2P2,750.00,6/13/2012
BSN0566391,BANK2P2,38.39,6/7/2013
BSN0568238,BANK2P2,89.88,4/11/2013
BSN0566540,BANK2P2,157.20,5/8/2013
BSN0583164,BANK2P2,230.00,2/17/2014
BSN0518990,BANK2P2,164.28,6/13/2013
BSN0580735,BANK2P2,100.00,8/29/2012
BSN0543378,BANK2P2,431.47,8/27/2013
BSN0567841,BANK2P2,248.75,8/21/2013
BSN0343688,BANK2P2,850.40,6/28/2013
BSN0378252,BANK2P2,103.32,3/21/2013
BSN0568056,BANK2P2,752.50,8/15/2012
BSN0567250,BANK2P2,7776.56,10/5/2012
BSN0574451,BANK2P2,200.00,10/21/2013
BSN0568139,BANK2P2,527.20,6/17/2013
BSN0566092,BANK2P2,412.34,10/2/2013
BSN0573081,BANK2P2,62.00,3/29/2013
BSN0567070,BANK2P2,248.21,5/7/2013
BSN0567713,BANK2P2,250.00,2/18/2013
BSN0565837,BANK2P2,171.77,12/24/2012
BSN0567962,BANK2P2,353.70,6/13/2012
BSN0578539,BANK2P2,33.17,10/22/2012
BSN0577003,BANK2P2,100.00,5/7/2013
BSN0578344,BANK2P2,600.00,7/29/2013
BSN0581709,BANK2P2,130.00,1/13/2014
BSN0572444,BANK2P2,200.00,8/10/2012
BSN0568497,BANK2P2,246.13,9/16/2013
BSN0566218,BANK2P2,171.46,10/7/2013
BSN0568713,BANK2P2,362.00,4/15/2013
BSN0583587,BANK2P2,200.00,5/13/2013
BSN0565911,BANK2P2,400.00,6/13/2012
BSN0566024,BANK2P2,2886.18,7/30/2013
BSN0582832,BANK2P2,43.30,12/31/2013
BSN0567075,BANK2P2,78.54,6/13/2012
BSN0566498,BANK2P2,500.00,5/2/2013
BSN0578996,BANK2P2,5800.00,9/10/2012
BSN0566291,BANK2P2,373.80,1/10/2013
BSN0565342,BANK2P2,730.43,6/13/2012
BSN0567680,BANK2P2,8.94,1/22/2014
BSN0318328,BANK2P2,68.09,5/7/2013
BSN0583617,BANK2P2,2800.00,9/5/2012
BSN0566565,BANK2P2,70.48,6/3/2013
BSN0566432,BANK2P2,36.52,4/22/2013
BSN0568297,BANK2P2,300.00,4/10/2013
BSN0577582,BANK2P2,70.00,6/4/2013
BSN0582997,BANK2P2,100.00,5/31/2013
BSN0566495,BANK2P2,355.50,10/1/2013
BSN0541089,BANK2P2,78.31,6/29/2012
BSN0568306,BANK2P2,472.36,4/18/2013
BSN0581649,BANK2P2,180.00,9/17/2012
BSN0565474,BANK2P2,762.44,7/15/2013
BSN0569071,BANK2P2,44.43,8/19/2013
BSN0570910,BANK2P2,909.43,4/18/2013
BSN0569951,BANK2P2,233.70,3/27/2013
BSN0567266,BANK2P2,350.00,1/15/2013
BSN0572845,BANK2P2,175.46,9/10/2013
BSN0568136,BANK2P2,106.31,6/7/2013
BSN0212587,BANK2P2,2846.30,2/20/2013
BSN0565738,BANK2P2,110.31,10/31/2013
BSN0569602,BANK2P2,190.70,10/24/2013
BSN0567651,BANK2P2,8114.41,2/18/2013
BSN0303800,BANK2P2,92.93,7/2/2013
BSN0566424,BANK2P2,114.17,3/19/2013
BSN0577468,BANK2P2,450.00,1/20/2014
BSN0471809,BANK2P2,267.59,1/31/2014
BSN0582881,BANK2P2,1950.49,2/20/2014
BSN0570736,BANK2P2,325.00,7/13/2012
BSN0573987,BANK2P2,2337.60,12/26/2012
BSN0303800,BANK2P2,92.93,7/25/2013
BSN0402709,BANK2P2,153.07,9/16/2013
BSN0567848,BANK2P2,782.95,4/10/2013
BSN0565840,BANK2P2,104.11,10/31/2012
BSN0578116,BANK2P2,1656.83,2/28/2013
BSN0573923,BANK2P2,100.00,11/7/2013
BSN0567964,BANK2P2,550.00,1/15/2014
BSN0573843,BANK2P2,500.00,10/21/2013
BSN0569602,BANK2P2,49.76,12/26/2012
BSN0568188,BANK2P2,120.00,5/20/2013
BSN0567902,BANK2P2,31.50,11/5/2013
BSN0099805,BANK2P2,11474.34,9/12/2013
BSN0569243,BANK2P2,52.61,11/28/2013
BSN0565301,BANK2P2,303.96,10/23/2012
BSN0573695,BANK2P2,172.90,8/14/2013
BSN0565616,BANK2P2,417.26,11/28/2013
BSN0567235,BANK2P2,153.86,10/31/2013
BSN0566723,BANK2P2,242.21,2/24/2014
BSN0565875,BANK2P2,138.04,11/28/2012
BSN0567902,BANK2P2,4.78,1/24/2013
BSN0568729,BANK2P2,121.18,12/27/2012
BSN0582173,BANK2P2,100.00,1/7/2013
BSN0566352,BANK2P2,564.30,9/7/2012
BSN0578180,BANK2P2,100.00,5/13/2013
BSN0572515,BANK2P2,560.70,1/29/2013
BSN0567459,BANK2P2,300.00,6/26/2013
BSN0566233,BANK2P2,420.60,4/25/2013
BSN0503464,BANK2P2,128.11,8/8/2012
BSN0059261,BANK2P2,21.39,6/20/2013
BSN0566815,BANK2P2,337.69,1/3/2014
BSN0571720,BANK2P2,207.63,6/7/2013
BSN0567737,BANK2P2,180.58,9/23/2013
BSN0567818,BANK2P2,7.31,8/28/2013
BSN0584035,BANK2P2,7183.69,6/3/2013
BSN0567731,BANK2P2,86.21,2/10/2014
BSN0565847,BANK2P2,349.46,11/29/2012
BSN0573743,BANK2P2,281.33,12/26/2012
BSN0566023,BANK2P2,538.30,3/21/2013
BSN0574037,BANK2P2,42.28,12/7/2012
BSN0581340,BANK2P2,240.00,12/7/2012
BSN0566454,BANK2P2,355.00,1/31/2014
BSN0565684,BANK2P2,131.67,2/26/2013
BSN0566083,BANK2P2,162.75,5/27/2013
BSN0404868,BANK2P2,250.00,12/17/2013
BSN0578914,BANK2P2,695.01,8/17/2012
BSN0579004,BANK2P2,312.00,6/13/2012
BSN0566820,BANK2P2,141.10,1/16/2013
BSN0569623,BANK2P2,500.00,2/10/2014
BSN0565913,BANK2P2,1351.20,8/14/2012
BSN0566265,BANK2P2,45.72,2/15/2013
BSN0566688,BANK2P2,43.46,7/3/2013
BSN0567098,BANK2P2,51.03,6/12/2013
BSN0290039,BANK2P2,7.21,9/17/2013
BSN0566003,BANK2P2,43.75,10/31/2012
BSN0565411,BANK2P2,517.03,4/17/2013
BSN0566678,BANK2P2,2366.22,9/27/2013
BSN0570942,BANK2P2,520.00,2/12/2013
BSN0579544,BANK2P2,130.00,5/31/2013
BSN0565943,BANK2P2,407.80,11/28/2012
BSN0566957,BANK2P2,376.50,2/14/2013
BSN0581975,BANK2P2,250.00,9/5/2012
BSN0565642,BANK2P2,842.99,10/31/2012
BSN0568448,BANK2P2,500.00,10/21/2013
BSN0566387,BANK2P2,86.85,5/17/2013
BSN0583906,BANK2P2,200.00,2/20/2013
BSN0565376,BANK2P2,500.48,10/24/2013
BSN0573605,BANK2P2,750.00,2/25/2013
BSN0534161,BANK2P2,250.00,11/7/2012
BSN0569853,BANK2P2,500.00,8/5/2013
BSN0567190,BANK2P2,254.00,12/6/2013
BSN0569484,BANK2P2,500.00,11/26/2013
BSN0570192,BANK2P2,200.00,11/15/2012
BSN0572788,BANK2P2,7292.71,9/27/2012
BSN0568219,BANK2P2,200.00,12/6/2013
BSN0543259,BANK2P2,10.02,9/17/2013
BSN0318894,BANK2P2,625.00,7/30/2012
BSN0570712,BANK2P2,3500.00,12/4/2012
BSN0268371,BANK2P2,110.33,8/22/2013
BSN0569516,BANK2P2,700.00,4/24/2013
BSN0566084,BANK2P2,93.28,9/24/2012
BSN0476193,BANK2P2,85.40,5/28/2013
BSN0569473,BANK2P2,495.20,9/19/2012
BSN0567985,BANK2P2,909.14,6/17/2013
BSN0567425,BANK2P2,253.65,10/19/2012
BSN0567680,BANK2P2,362.43,4/18/2013
BSN0567555,BANK2P2,200.00,10/24/2013
BSN0566083,BANK2P2,162.75,1/31/2014
BSN0565913,BANK2P2,1401.80,10/23/2013
BSN0571374,BANK2P2,588.80,2/12/2013
BSN0568479,BANK2P2,854.38,3/11/2013
BSN0574804,BANK2P2,200.00,6/28/2013
BSN0568089,BANK2P2,196.01,11/15/2012
BSN0568791,BANK2P2,107.87,5/20/2013
BSN0567809,BANK2P2,140.20,8/20/2013
BSN0565486,BANK2P2,750.00,6/13/2012
BSN0460256,BANK2P2,64.16,9/19/2013
BSN0574694,BANK2P2,35.00,5/20/2013
BSN0573413,BANK2P2,170.00,5/27/2013
BSN0569256,BANK2P2,7000.00,11/28/2012
BSN0571476,BANK2P2,280.00,5/8/2013
BSN0440778,BANK2P2,98.36,6/10/2013
BSN0569443,BANK2P2,742.03,7/18/2013
BSN0390622,BANK2P2,166.65,1/20/2014
BSN0569095,BANK2P2,500.00,9/16/2013
BSN0566020,BANK2P2,335.69,6/24/2013
BSN0566698,BANK2P2,95.42,1/28/2013
BSN0573287,BANK2P2,229.50,9/12/2013
BSN0567844,BANK2P2,1261.60,8/29/2013
BSN0524229,BANK2P2,175.62,2/6/2014
BSN0501926,BANK2P2,57.12,9/19/2012
BSN0571940,BANK2P2,201.00,5/10/2013
BSN0415168,BANK2P2,2298.53,5/31/2013
BSN0567904,BANK2P2,200.00,7/19/2013
BSN0566409,BANK2P2,238.69,4/24/2013
BSN0566702,BANK2P2,16.23,4/18/2013
BSN0496134,BANK2P2,955.34,9/12/2013
BSN0567939,BANK2P2,112.52,12/27/2012
BSN0566949,BANK2P2,111.19,2/26/2013
BSN0570304,BANK2P2,4.49,11/23/2012
BSN0567190,BANK2P2,254.00,8/5/2013
BSN0321722,BANK2P2,8.02,1/22/2014
BSN0569550,BANK2P2,100.00,6/19/2013
BSN0566293,BANK2P2,175.85,10/22/2013
BSN0568096,BANK2P2,238.09,8/29/2013
BSN0574164,BANK2P2,400.00,6/28/2013
BSN0566657,BANK2P2,234.61,6/19/2013
BSN0581709,BANK2P2,50.00,12/11/2012
BSN0572908,BANK2P2,150.00,5/27/2013
BSN0578373,BANK2P2,85.00,2/5/2014
BSN0567245,BANK2P2,19.10,10/30/2012
BSN0568043,BANK2P2,76.05,10/30/2013
BSN0579181,BANK2P2,47.12,2/4/2013
BSN0567428,BANK2P2,234.92,10/4/2013
BSN0568543,BANK2P2,230.77,2/19/2014
BSN0583562,BANK2P2,17130.00,1/25/2013
BSN0568005,BANK2P2,445.90,8/28/2012
BSN0567775,BANK2P2,44.92,12/14/2012
BSN0540298,BANK2P2,1664.92,11/23/2012
BSN0568021,BANK2P2,752.60,9/20/2012
BSN0577589,BANK2P2,1150.00,11/15/2013
BSN0580639,BANK2P2,245.00,7/10/2012
BSN0579646,BANK2P2,300.00,6/12/2013
BSN0571503,BANK2P2,1803.30,2/18/2013
BSN0567295,BANK2P2,233.75,1/2/2014
BSN0571416,BANK2P2,500.50,10/8/2013
BSN0578215,BANK2P2,107.40,2/18/2014
BSN0570882,BANK2P2,250.00,1/28/2013
BSN0303800,BANK2P2,92.93,9/19/2013
BSN0578848,BANK2P2,40.00,12/31/2012
BSN0571321,BANK2P2,180.00,8/15/2013
BSN0574085,BANK2P2,41.94,8/16/2013
BSN0565800,BANK2P2,69.70,12/23/2013
BSN0570841,BANK2P2,217.79,8/5/2013
BSN0568200,BANK2P2,216.30,9/24/2012
BSN0565321,BANK2P2,204.08,7/30/2013
BSN0570678,BANK2P2,400.00,8/17/2012
BSN0325589,BANK2P2,141.13,4/19/2013
BSN0580251,BANK2P2,450.00,1/28/2013
BSN0565488,BANK2P2,3514.67,12/21/2012
BSN0567523,BANK2P2,376.20,6/13/2012
BSN0567244,BANK2P2,200.00,9/30/2013
BSN0578596,BANK2P2,139.00,7/3/2013
BSN0570007,BANK2P2,271.30,4/10/2013
BSN0565792,BANK2P2,201.89,7/19/2013
BSN0316476,BANK2P2,1073.72,10/24/2013
BSN0554956,BANK2P2,40.56,9/14/2012
BSN0576144,BANK2P2,1300.00,12/20/2012
BSN0567063,BANK2P2,102.26,5/16/2013
BSN0565762,BANK2P2,72.11,8/8/2012
BSN0478255,BANK2P2,84.71,8/23/2013
BSN0567020,BANK2P2,184.54,1/28/2013
BSN0570441,BANK2P2,280.40,3/28/2013
BSN0568046,BANK2P2,4.56,1/25/2013
BSN0571958,BANK2P2,300.00,3/5/2013
BSN0576927,BANK2P2,350.00,10/17/2012
BSN0577717,BANK2P2,80.00,8/6/2012
BSN0230265,BANK2P2,68.54,10/9/2012
BSN0581819,BANK2P2,700.00,9/6/2012
BSN0577590,BANK2P2,1500.00,12/24/2012
BSN0565477,BANK2P2,11.66,8/31/2012
BSN0583511,BANK2P2,150.00,8/1/2013
BSN0266020,BANK2P2,142.43,7/26/2013
BSN0566895,BANK2P2,170.67,1/6/2014
BSN0448938,BANK2P2,50.98,3/11/2013
BSN0569616,BANK2P2,1300.00,3/7/2013
BSN0566661,BANK2P2,1500.00,7/25/2012
BSN0581318,BANK2P2,123.64,5/17/2013
BSN0288289,BANK2P2,63.68,1/11/2013
BSN0566154,BANK2P2,336.64,8/26/2013
BSN0566831,BANK2P2,85.57,12/19/2013
BSN0566248,BANK2P2,234.02,10/31/2013
BSN0574197,BANK2P2,250.00,5/28/2013
BSN0568717,BANK2P2,1833.90,1/18/2013
BSN0565873,BANK2P2,97.89,12/25/2012
BSN0570428,BANK2P2,207.00,12/4/2013
BSN0574581,BANK2P2,250.00,8/27/2012
BSN0567236,BANK2P2,350.00,8/6/2012
BSN0567836,BANK2P2,14.25,7/11/2013
BSN0475652,BANK2P2,1165.37,7/3/2013
BSN0575673,BANK2P2,425.00,10/4/2012
BSN0567475,BANK2P2,525.00,10/30/2012
BSN0573113,BANK2P2,400.00,12/17/2013
BSN0580877,BANK2P2,110.75,10/23/2013
BSN0569123,BANK2P2,2225.20,10/18/2012
BSN0571029,BANK2P2,210.30,7/2/2013
BSN0562106,BANK2P2,4591.66,12/31/2012
BSN0574777,BANK2P2,100.00,6/28/2013
BSN0566325,BANK2P2,900.00,4/25/2013
BSN0579244,BANK2P2,160.00,9/30/2013
BSN0571392,BANK2P2,1909.30,10/1/2013
BSN0572290,BANK2P2,544.58,11/22/2012
BSN0577003,BANK2P2,50.00,8/8/2012
BSN0573580,BANK2P2,220.00,8/6/2013
BSN0487451,BANK2P2,631.33,7/17/2012
BSN0568065,BANK2P2,129.31,5/30/2013
BSN0566296,BANK2P2,63.14,11/29/2013
BSN0560733,BANK2P2,277.97,12/30/2013
BSN0575569,BANK2P2,400.00,1/30/2014
BSN0577029,BANK2P2,300.00,1/28/2013
BSN0565773,BANK2P2,300.00,4/30/2013
BSN0569892,BANK2P2,400.00,2/22/2013
BSN0567334,BANK2P2,159.06,11/6/2013
BSN0404276,BANK2P2,203.36,2/11/2014
BSN0583438,BANK2P2,702.81,6/13/2012
BSN0566901,BANK2P2,164.60,6/13/2012
BSN0583133,BANK2P2,110.00,10/31/2013
BSN0567749,BANK2P2,13.42,7/25/2013
BSN0100478,BANK2P2,214.79,1/2/2014
BSN0571093,BANK2P2,500.00,10/31/2012
BSN0565640,BANK2P2,174.00,11/21/2012
BSN0478255,BANK2P2,72.40,6/24/2013
BSN0566462,BANK2P2,4300.00,1/25/2013
BSN0408209,BANK2P2,502.24,2/28/2013
BSN0572456,BANK2P2,843.06,11/6/2013
BSN0566778,BANK2P2,58.72,7/23/2013
BSN0570264,BANK2P2,200.00,12/12/2013
BSN0566465,BANK2P2,867.26,7/5/2013
BSN0578812,BANK2P2,120.00,4/24/2013
BSN0575982,BANK2P2,150.00,8/3/2012
BSN0570304,BANK2P2,10.88,2/6/2014
BSN0582590,BANK2P2,200.00,5/27/2013
BSN0567005,BANK2P2,3350.00,7/30/2012
BSN0577207,BANK2P2,100.00,7/27/2012
BSN0567736,BANK2P2,176.26,8/7/2013
BSN0566211,BANK2P2,544.41,6/13/2012
BSN0527469,BANK2P2,178.01,8/23/2013
BSN0567833,BANK2P2,269.27,7/9/2013
BSN0572716,BANK2P2,224.24,10/23/2013
BSN0567820,BANK2P2,90.42,12/28/2012
BSN0583125,BANK2P2,900.00,10/30/2012
BSN0569238,BANK2P2,1700.00,10/4/2012
BSN0565402,BANK2P2,184.86,6/29/2012
BSN0565738,BANK2P2,64.22,5/29/2013
BSN0571092,BANK2P2,45.62,12/24/2013
BSN0567915,BANK2P2,450.94,3/28/2013
BSN0578590,BANK2P2,295.00,10/30/2012
BSN0316476,BANK2P2,215.58,1/8/2014
BSN0580604,BANK2P2,90.00,1/24/2013
BSN0565795,BANK2P2,173.86,9/7/2012
BSN0548553,BANK2P2,206.96,6/21/2013
BSN0121160,BANK2P2,483.63,10/31/2013
BSN0567756,BANK2P2,747.60,8/27/2013
BSN0574436,BANK2P2,130.32,2/3/2014
BSN0566694,BANK2P2,123.71,10/31/2012
BSN0569353,BANK2P2,350.00,11/26/2013
BSN0574535,BANK2P2,200.00,12/4/2012
BSN0570347,BANK2P2,146.81,8/7/2013
BSN0562669,BANK2P2,38.84,5/17/2013
BSN0565717,BANK2P2,68.36,12/28/2012
BSN0568657,BANK2P2,300.00,7/22/2013
BSN0571794,BANK2P2,79.35,12/16/2013
BSN0566708,BANK2P2,51.26,2/13/2013
BSN0566406,BANK2P2,222.87,2/28/2013
BSN0566808,BANK2P2,13000.00,2/15/2013
BSN0566008,BANK2P2,1058.00,8/13/2012
BSN0574439,BANK2P2,11.45,9/11/2012
BSN0568065,BANK2P2,61.62,9/30/2013
BSN0478554,BANK2P2,6555.10,5/29/2013
BSN0566453,BANK2P2,184.17,4/19/2013
BSN0565602,BANK2P2,540.72,7/27/2012
BSN0566143,BANK2P2,2559.83,1/4/2013
BSN0574365,BANK2P2,100.00,4/25/2013
BSN0565866,BANK2P2,42.40,7/25/2013
BSN0567802,BANK2P2,294.00,9/12/2012
BSN0577617,BANK2P2,400.00,2/20/2013
BSN0566610,BANK2P2,207.11,9/9/2013
BSN0542006,BANK2P2,183.46,8/7/2012
BSN0573596,BANK2P2,2350.00,4/5/2013
BSN0566465,BANK2P2,1172.07,7/5/2013
BSN0568691,BANK2P2,3000.00,7/15/2013
BSN0570156,BANK2P2,320.00,12/26/2012
BSN0567963,BANK2P2,119.07,11/16/2012
BSN0565867,BANK2P2,340.00,3/19/2013
BSN0572716,BANK2P2,207.04,1/4/2013
BSN0566142,BANK2P2,4700.96,1/23/2014
BSN0579765,BANK2P2,58.86,6/28/2013
BSN0582522,BANK2P2,160.00,1/21/2013
BSN0389668,BANK2P2,136.07,7/26/2013
BSN0566565,BANK2P2,42.82,6/3/2013
BSN0319269,BANK2P2,1.66,2/20/2014
BSN0575789,BANK2P2,280.00,12/14/2012
BSN0571976,BANK2P2,342.43,11/19/2013
BSN0567130,BANK2P2,350.00,8/29/2013
BSN0468361,BANK2P2,186.62,9/18/2013
BSN0566219,BANK2P2,376.20,9/20/2012
BSN0565970,BANK2P2,1967.84,12/17/2013
BSN0568054,BANK2P2,132.30,7/26/2012
BSN0551432,BANK2P2,142.04,9/20/2012
BSN0575631,BANK2P2,100.02,6/10/2013
BSN0570237,BANK2P2,100.00,11/15/2013
BSN0579368,BANK2P2,13.38,6/27/2013
BSN0365541,BANK2P2,315.83,6/13/2012
BSN0567778,BANK2P2,88.99,1/6/2014
BSN0566940,BANK2P2,150.00,9/2/2013
BSN0567523,BANK2P2,45.70,12/3/2013
BSN0568736,BANK2P2,111.07,5/17/2013
BSN0570081,BANK2P2,100.00,8/22/2013
BSN0580923,BANK2P2,185.00,11/11/2013
BSN0565935,BANK2P2,133.25,9/4/2012
BSN0567846,BANK2P2,342.56,6/21/2013
BSN0566986,BANK2P2,827.48,12/19/2012
BSN0568139,BANK2P2,277.60,4/24/2013
BSN0377944,BANK2P2,282.20,6/13/2012
BSN0572290,BANK2P2,192.16,2/28/2013
BSN0582522,BANK2P2,160.00,2/21/2013
BSN0565853,BANK2P2,147.98,11/25/2013
BSN0567173,BANK2P2,327.10,3/12/2013
BSN0504042,BANK2P2,142.79,8/15/2012
BSN0566291,BANK2P2,376.20,11/5/2012
BSN0410745,BANK2P2,76.43,7/31/2012
BSN0578635,BANK2P2,189.00,10/23/2012
BSN0565873,BANK2P2,97.89,1/17/2013
BSN0567959,BANK2P2,38.33,11/13/2012
BSN0576339,BANK2P2,190.00,2/10/2014
BSN0567876,BANK2P2,500.00,9/10/2013
BSN0568046,BANK2P2,181.59,1/25/2013
BSN0571322,BANK2P2,100.00,7/31/2012
BSN0571391,BANK2P2,138.54,7/31/2012
BSN0570099,BANK2P2,150.00,10/22/2012
BSN0568026,BANK2P2,38.96,1/16/2013
BSN0568897,BANK2P2,77.10,12/28/2012
BSN0567820,BANK2P2,504.84,4/29/2013
BSN0573041,BANK2P2,71.24,7/10/2013
BSN0574136,BANK2P2,260.00,1/29/2014
BSN0568624,BANK2P2,3000.00,7/10/2012
BSN0566022,BANK2P2,630.27,9/26/2012
BSN0569478,BANK2P2,466.00,7/23/2013
BSN0572425,BANK2P2,1500.00,1/14/2013
BSN0347554,BANK2P2,58.00,9/30/2013
BSN0571368,BANK2P2,1500.00,2/11/2013
BSN0583510,BANK2P2,12.08,1/20/2014
BSN0566092,BANK2P2,87.66,3/5/2013
BSN0569460,BANK2P2,67.55,6/13/2012
BSN0566238,BANK2P2,1500.00,1/28/2013
BSN0567680,BANK2P2,14.65,11/14/2013
BSN0579307,BANK2P2,2100.00,10/5/2012
BSN0573911,BANK2P2,500.00,10/11/2013
BSN0478146,BANK2P2,561.00,12/20/2012
BSN0571077,BANK2P2,112.50,10/4/2013
BSN0330257,BANK2P2,15.48,3/5/2013
BSN0574915,BANK2P2,205.00,2/6/2013
BSN0566415,BANK2P2,345.21,9/3/2012
BSN0571925,BANK2P2,828.90,5/31/2013
BSN0574181,BANK2P2,37.50,12/7/2012
BSN0567775,BANK2P2,6.71,1/18/2013
BSN0576725,BANK2P2,450.00,7/8/2013
BSN0117224,BANK2P2,200.00,2/27/2013
BSN0526137,BANK2P2,69.32,7/9/2012
BSN0565506,BANK2P2,416.13,2/22/2013
BSN0579604,BANK2P2,470.20,11/6/2012
BSN0567844,BANK2P2,846.40,12/14/2012
BSN0566143,BANK2P2,67.55,4/22/2013
BSN0574683,BANK2P2,81.40,9/12/2012
BSN0583593,BANK2P2,300.00,8/17/2012
BSN0570068,BANK2P2,2000.00,1/15/2014
BSN0566024,BANK2P2,27.23,8/27/2012
BSN0566453,BANK2P2,230.21,7/22/2013
BSN0404276,BANK2P2,146.12,12/27/2013
BSN0567594,BANK2P2,236.10,6/13/2012
BSN0571024,BANK2P2,420.00,8/9/2012
BSN0580721,BANK2P2,506.00,11/9/2012
BSN0570227,BANK2P2,78.29,9/7/2012
BSN0573101,BANK2P2,150.00,2/26/2013
BSN0542859,BANK2P2,125.40,9/17/2013
BSN0569576,BANK2P2,140.20,7/23/2013
BSN0574984,BANK2P2,300.00,2/5/2013
BSN0565847,BANK2P2,4.49,11/19/2013
BSN0567349,BANK2P2,1261.49,10/11/2012
BSN0579749,BANK2P2,100.00,10/30/2012
BSN0577239,BANK2P2,424.00,11/27/2013
BSN0566753,BANK2P2,205.79,7/24/2013
BSN0571621,BANK2P2,0.00,7/30/2012
BSN0565306,BANK2P2,150.00,2/18/2014
BSN0531902,BANK2P2,121.17,1/15/2013
BSN0567905,BANK2P2,93.50,3/12/2013
BSN0168644,BANK2P2,1040.00,3/18/2013
BSN0441972,BANK2P2,244.92,7/19/2013
BSN0548912,BANK2P2,11.37,8/19/2013
BSN0565883,BANK2P2,280.40,3/21/2013
BSN0554956,BANK2P2,129.43,5/10/2013
BSN0570595,BANK2P2,350.00,8/23/2012
BSN0566140,BANK2P2,296.60,9/30/2013
BSN0567673,BANK2P2,68.78,12/24/2012
BSN0570705,BANK2P2,417.29,12/12/2012
BSN0565330,BANK2P2,799.40,8/17/2012
BSN0258481,BANK2P2,29.34,1/21/2014
BSN0565526,BANK2P2,150.00,1/15/2014
BSN0578469,BANK2P2,250.00,5/23/2013
BSN0566708,BANK2P2,51.90,10/11/2012
BSN0583444,BANK2P2,10500.00,10/2/2013
BSN0574394,BANK2P2,900.00,8/1/2012
BSN0558844,BANK2P2,71.96,5/30/2013
BSN0565683,BANK2P2,13000.00,10/3/2012
BSN0571526,BANK2P2,400.00,4/3/2013
BSN0397770,BANK2P2,317.04,2/26/2014
BSN0565987,BANK2P2,1326.00,9/20/2012
BSN0288289,BANK2P2,128.16,9/27/2012
BSN0568331,BANK2P2,193.37,6/13/2012
BSN0574095,BANK2P2,1100.00,7/31/2012
BSN0578820,BANK2P2,200.00,6/13/2012
